id,jawaban_a,jawaban_b,jawaban_c,jawaban_d,jawaban_e,tingkat_kesukaran,daya_pembeda,cluster
1b4f4d00-5783-11ea-b304-86cbb67d2138,0.34610630407911,0.13597033374536466,0.0896168108776267,0.28862793572311496,0.12978986402966625,0.346106,0.286697,0
1b4f4d05-5783-11ea-b304-86cbb67d2138,0.2725587144622991,0.15018541409147096,0.223114956736712,0.27935723114956734,0.06736711990111248,0.150185,0.080275,0
1b4f4d07-5783-11ea-b304-86cbb67d2138,0.07972805933250927,0.09950556242274412,0.07849196538936959,0.25339925834363414,0.48331273176761436,0.099506,-0.020642,0
1b4f4d0c-5783-11ea-b304-86cbb67d2138,0.15018541409147096,0.323238566131026,0.16625463535228677,0.17490729295426452,0.17861557478368356,0.174907,0.119266,0
1b4f4d11-5783-11ea-b304-86cbb67d2138,0.30778739184178,0.1069221260815822,0.1415327564894932,0.08096415327564895,0.3572311495673671,0.106922,0.018349,0
1b4f4d19-5783-11ea-b304-86cbb67d2138,0.1526576019777503,0.3658838071693449,0.11866501854140915,0.16378244746600742,0.19097651421508036,0.365884,0.37156,2
1b4f4d1f-5783-11ea-b304-86cbb67d2138,0.3009888751545117,0.38442521631644005,0.09703337453646477,0.04449938195302843,0.16625463535228677,0.384425,0.518349,2
1b4f4d24-5783-11ea-b304-86cbb67d2138,0.08776266996291718,0.1792336217552534,0.10939431396786156,0.18726823238566132,0.4289245982694685,0.187268,0.038991,0
1b4f4d29-5783-11ea-b304-86cbb67d2138,0.3899876390605686,0.2521631644004944,0.10259579728059333,0.17181705809641531,0.07787391841779975,0.389988,0.263761,0
1b4f4d2e-5783-11ea-b304-86cbb67d2138,0.103831891223733,0.18294190358467244,0.09517923362175525,0.35908529048207666,0.2527812113720643,0.359085,0.43578,2
1b4f4d33-5783-11ea-b304-86cbb67d2138,0.19592088998763907,0.13782447466007416,0.15636588380716934,0.1100123609394314,0.39060568603213847,0.195921,0.181193,0
1b4f4d38-5783-11ea-b304-86cbb67d2138,0.23856613102595797,0.11186650185414092,0.2737948084054388,0.2911001236093943,0.07787391841779975,0.273795,0.415138,2
1b4f4d3d-5783-11ea-b304-86cbb67d2138,0.24907292954264523,0.16069221260815822,0.28986402966625463,0.1557478368355995,0.13597033374536466,0.249073,0.309633,0
1b4f4d42-5783-11ea-b304-86cbb67d2138,0.1069221260815822,0.06365883807169345,0.315203955500618,0.3980222496909765,0.10877626699629171,0.398022,0.34633,2
1b4f4d50-5783-11ea-b304-86cbb67d2138,0.08838071693448703,0.3164400494437577,0.09208899876390605,0.31705809641532756,0.1792336217552534,0.31644,0.415138,2
1b4f4d55-5783-11ea-b304-86cbb67d2138,0.11681087762669963,0.17367119901112485,0.2200247218788628,0.4276885043263288,0.057478368355995055,0.173671,0.139908,0
1b4f4d5a-5783-11ea-b304-86cbb67d2138,0.3479604449938195,0.103831891223733,0.22064276885043263,0.14091470951792337,0.18046971569839307,0.34796,0.417431,2
1b4f4d6e-5783-11ea-b304-86cbb67d2138,0.15822002472187885,0.16007416563658838,0.1915945611866502,0.3331273176761434,0.1477132262051916,0.15822,0.12844,0
1b4f4d73-5783-11ea-b304-86cbb67d2138,0.16378244746600742,0.11866501854140915,0.09517923362175525,0.4326328800988875,0.18479604449938195,0.432633,0.513761,2
1b4f4d78-5783-11ea-b304-86cbb67d2138,0.1260815822002472,0.11186650185414092,0.3912237330037083,0.1069221260815822,0.25710754017305315,0.391224,0.522936,2
1b4f4d7d-5783-11ea-b304-86cbb67d2138,0.1334981458590853,0.13411619283065512,0.1934487021013597,0.18788627935723115,0.3442521631644005,0.344252,0.311927,0
1b4f4d82-5783-11ea-b304-86cbb67d2138,0.14276885043263288,0.08529048207663782,0.4703337453646477,0.16378244746600742,0.13040791100123608,0.470334,0.426606,2
1b4f4d86-5783-11ea-b304-86cbb67d2138,0.33436341161928307,0.16872682323856614,0.15512978986402967,0.06736711990111248,0.26637824474660077,0.15513,0.073394,0
1b4f4d88-5783-11ea-b304-86cbb67d2138,0.13164400494437578,0.14091470951792337,0.13906056860321384,0.08034610630407911,0.5030902348578492,0.139061,0.162844,0
1b4f4d8a-5783-11ea-b304-86cbb67d2138,0.6069221260815822,0.173053152039555,0.10197775030902348,0.08220024721878863,0.030902348578491966,0.173053,0.077982,0
1b4f4d94-5783-11ea-b304-86cbb67d2138,0.1668726823238566,0.20951792336217553,0.13040791100123608,0.11186650185414092,0.37453646477132263,0.209518,0.220183,0
1b4f4d99-5783-11ea-b304-86cbb67d2138,0.12855377008652658,0.42707045735475896,0.28553770086526575,0.07787391841779975,0.07478368355995056,0.42707,0.362385,2
1b4f4d9e-5783-11ea-b304-86cbb67d2138,0.20704573547589616,0.3677379480840544,0.12855377008652658,0.18355995055624227,0.10506798516687268,0.18356,0.045872,0
1b4f4da3-5783-11ea-b304-86cbb67d2138,0.2620519159456119,0.13906056860321384,0.2088998763906057,0.22435105067985167,0.1588380716934487,0.2089,0.139908,0
1b4f4da8-5783-11ea-b304-86cbb67d2138,0.16131025957972805,0.1996291718170581,0.24783683559950556,0.17428924598269468,0.20828182941903584,0.247837,0.176606,0
1b4f4dac-5783-11ea-b304-86cbb67d2138,0.10939431396786156,0.21631644004944375,0.24474660074165636,0.22373300370828184,0.1996291718170581,0.244747,0.344037,0
1b4f4db1-5783-11ea-b304-86cbb67d2138,0.1334981458590853,0.14276885043263288,0.103831891223733,0.20210135970333745,0.4110012360939431,0.411001,0.442661,2
1b4f4db9-5783-11ea-b304-86cbb67d2138,0.20951792336217553,0.37515451174289244,0.10630407911001236,0.13906056860321384,0.16131025957972805,0.375155,0.041284,0
1b4f4dba-5783-11ea-b304-86cbb67d2138,0.32818294190358466,0.23053152039555005,0.23485784919653893,0.11124845488257108,0.08714462299134734,0.234858,0.188073,0
1b4f4dbf-5783-11ea-b304-86cbb67d2138,0.1477132262051916,0.10815822002472188,0.30284301606922126,0.2527812113720643,0.1810877626699629,0.252781,0.126147,0
1b4f4dc3-5783-11ea-b304-86cbb67d2138,0.3368355995055624,0.09765142150803462,0.1588380716934487,0.2323856613102596,0.1681087762669963,0.336836,0.575688,2
1b4f4dce-5783-11ea-b304-86cbb67d2138,0.39060568603213847,0.0896168108776267,0.22867737948084055,0.1433868974042027,0.14091470951792337,0.228677,0.100917,0
1b4f4dcf-5783-11ea-b304-86cbb67d2138,0.13473423980222496,0.47280593325092707,0.069221260815822,0.06365883807169345,0.2527812113720643,0.472806,0.577982,2
1b4f4cf6-5783-11ea-b304-86cbb67d2138,0.2001943634596696,0.06997084548104957,0.3216715257531584,0.29737609329446063,0.11078717201166181,0.321672,0.119134,0
1b4f4cfc-5783-11ea-b304-86cbb67d2138,0.13896987366375121,0.19727891156462585,0.3197278911564626,0.0913508260447036,0.25170068027210885,0.13897,0.079422,0
1b4f4d01-5783-11ea-b304-86cbb67d2138,0.5490767735665695,0.13896987366375121,0.11273080660835763,0.09912536443148688,0.09912536443148688,0.13897,0.00722,0
1b4f4d08-5783-11ea-b304-86cbb67d2138,0.35082604470359574,0.3556851311953353,0.08163265306122448,0.0641399416909621,0.1467444120505345,0.355685,0.353791,0
1b4f4d0d-5783-11ea-b304-86cbb67d2138,0.12244897959183673,0.22740524781341107,0.3323615160349854,0.15354713313896987,0.16229348882410108,0.332362,0.389892,2
1b4f4d12-5783-11ea-b304-86cbb67d2138,0.14382896015549076,0.30709426627793973,0.1360544217687075,0.0913508260447036,0.3216715257531584,0.321672,0.299639,0
1b4f4d15-5783-11ea-b304-86cbb67d2138,0.06802721088435375,0.19922254616132168,0.2915451895043732,0.1185617103984451,0.3226433430515063,0.068027,-0.086643,0
1b4f4d1a-5783-11ea-b304-86cbb67d2138,0.3401360544217687,0.13702623906705538,0.13994169096209913,0.304178814382896,0.07871720116618076,0.340136,0.447653,2
1b4f4d20-5783-11ea-b304-86cbb67d2138,0.32555879494655005,0.3206997084548105,0.184645286686103,0.052478134110787174,0.11661807580174927,0.184645,0.212996,0
1b4f4d25-5783-11ea-b304-86cbb67d2138,0.4033041788143829,0.19630709426627793,0.14965986394557823,0.1360544217687075,0.11467444120505345,0.403304,0.501805,1
1b4f4d2a-5783-11ea-b304-86cbb67d2138,0.09912536443148688,0.08649173955296405,0.5150631681243926,0.18561710398445092,0.11370262390670553,0.515063,0.617329,2
1b4f4d2f-5783-11ea-b304-86cbb67d2138,0.17881438289601556,0.27405247813411077,0.15451895043731778,0.24489795918367346,0.14480077745383868,0.178814,0.241877,0
1b4f4d34-5783-11ea-b304-86cbb67d2138,0.0826044703595724,0.31584062196307094,0.08066083576287658,0.16034985422740525,0.36054421768707484,0.315841,0.357401,2
1b4f4d39-5783-11ea-b304-86cbb67d2138,0.1933916423712342,0.14965986394557823,0.13702623906705538,0.17201166180758018,0.3459669582118562,0.345967,0.400722,2
1b4f4d3e-5783-11ea-b304-86cbb67d2138,0.08551992225461613,0.23226433430515064,0.2196307094266278,0.3430515063168124,0.119533527696793,0.219631,0.234657,0
1b4f4d43-5783-11ea-b304-86cbb67d2138,0.19922254616132168,0.19825072886297376,0.07871720116618076,0.44314868804664725,0.08066083576287658,0.199223,0.180505,0
1b4f4d51-5783-11ea-b304-86cbb67d2138,0.2662779397473275,0.07580174927113703,0.08843537414965986,0.11273080660835763,0.45481049562682213,0.45481,0.66426,2
1b4f4d56-5783-11ea-b304-86cbb67d2138,0.2468415937803693,0.12633624878522837,0.2536443148688047,0.304178814382896,0.06899902818270165,0.246842,0.194946,0
1b4f4d5b-5783-11ea-b304-86cbb67d2138,0.11467444120505345,0.08551992225461613,0.5199222546161322,0.184645286686103,0.09426627793974733,0.519922,0.555957,2
1b4f4d6f-5783-11ea-b304-86cbb67d2138,0.15840621963070942,0.20116618075801748,0.15937803692905733,0.27113702623906705,0.2099125364431487,0.201166,0.079422,0
1b4f4d74-5783-11ea-b304-86cbb67d2138,0.4956268221574344,0.08746355685131195,0.15160349854227406,0.12633624878522837,0.1379980563654033,0.495627,0.501805,1
1b4f4d79-5783-11ea-b304-86cbb67d2138,0.10398445092322643,0.16326530612244897,0.10398445092322643,0.2118561710398445,0.41690962099125367,0.211856,0.108303,0
1b4f4d7e-5783-11ea-b304-86cbb67d2138,0.11661807580174927,0.16034985422740525,0.4557823129251701,0.0923226433430515,0.1749271137026239,0.092323,-0.01444,0
1b4f4d83-5783-11ea-b304-86cbb67d2138,0.09329446064139942,0.08843537414965986,0.10592808551992225,0.5519922254616132,0.16034985422740525,0.551992,0.631769,2
1b4f4d8b-5783-11ea-b304-86cbb67d2138,0.09329446064139942,0.042759961127308066,0.7210884353741497,0.07191448007774538,0.07094266277939747,0.721088,0.602888,2
1b4f4d95-5783-11ea-b304-86cbb67d2138,0.17784256559766765,0.13994169096209913,0.18075801749271136,0.37900874635568516,0.12147716229348883,0.177843,0.093863,0
1b4f4d9a-5783-11ea-b304-86cbb67d2138,0.09620991253644315,0.28085519922254615,0.3654033041788144,0.1564625850340136,0.1000971817298348,0.365403,0.227437,0
1b4f4d9f-5783-11ea-b304-86cbb67d2138,0.19047619047619047,0.17395529640427598,0.20116618075801748,0.14868804664723032,0.2857142857142857,0.285714,0.350181,0
1b4f4da4-5783-11ea-b304-86cbb67d2138,0.24198250728862974,0.0913508260447036,0.15063168124392615,0.11661807580174927,0.39941690962099125,0.399417,0.483755,2
1b4f4da9-5783-11ea-b304-86cbb67d2138,0.31681243926141883,0.2206025267249757,0.16423712342079688,0.16034985422740525,0.1379980563654033,0.137998,0.028881,0
1b4f4dad-5783-11ea-b304-86cbb67d2138,0.15257531584062195,0.26822157434402333,0.19144800777453838,0.2293488824101069,0.15840621963070942,0.229349,0.209386,0
1b4f4db2-5783-11ea-b304-86cbb67d2138,0.0738581146744412,0.5170068027210885,0.10398445092322643,0.09620991253644315,0.20796890184645286,0.517007,0.501805,2
1b4f4db6-5783-11ea-b304-86cbb67d2138,0.11078717201166181,0.15160349854227406,0.21282798833819241,0.41690962099125367,0.10689990281827016,0.212828,0.158845,0
1b4f4dbb-5783-11ea-b304-86cbb67d2138,0.15063168124392615,0.2730806608357629,0.3770651117589893,0.10884353741496598,0.09037900874635568,0.377065,0.415162,2
1b4f4dc0-5783-11ea-b304-86cbb67d2138,0.21865889212827988,0.16715257531584063,0.19144800777453838,0.14382896015549076,0.2789115646258503,0.218659,0.155235,0
1b4f4dc4-5783-11ea-b304-86cbb67d2138,0.09426627793974733,0.13994169096209913,0.07774538386783285,0.184645286686103,0.5034013605442177,0.139942,0.046931,0
1b4f4dc7-5783-11ea-b304-86cbb67d2138,0.1467444120505345,0.14382896015549076,0.3333333333333333,0.22643343051506318,0.14965986394557823,0.333333,0.252708,0
1b4f4dca-5783-11ea-b304-86cbb67d2138,0.1652089407191448,0.3741496598639456,0.119533527696793,0.22448979591836735,0.11661807580174927,0.37415,0.451264,2
1b4f4dd0-5783-11ea-b304-86cbb67d2138,0.4159378036929057,0.1098153547133139,0.13702623906705538,0.05830903790087463,0.27793974732750243,0.415938,0.34296,1
1b4f4dd3-5783-11ea-b304-86cbb67d2138,0.3294460641399417,0.21865889212827988,0.05053449951409135,0.1185617103984451,0.282798833819242,0.329446,0.187726,0
1b4f4cf8-5783-11ea-b304-86cbb67d2138,0.20162932790224034,0.05804480651731161,0.3645621181262729,0.31160896130346233,0.06415478615071284,0.311609,0.177358,0
1b4f4cfd-5783-11ea-b304-86cbb67d2138,0.31873727087576376,0.1985743380855397,0.15274949083503056,0.2454175152749491,0.0835030549898167,0.198574,0.275472,0
1b4f4d02-5783-11ea-b304-86cbb67d2138,0.2637474541751528,0.1384928716904277,0.12118126272912423,0.2780040733197556,0.1985743380855397,0.121181,-0.003774,0
1b4f4d09-5783-11ea-b304-86cbb67d2138,0.13034623217922606,0.14969450101832993,0.11507128309572301,0.15478615071283094,0.44908350305498984,0.154786,0.086792,0
1b4f4d0e-5783-11ea-b304-86cbb67d2138,0.12932790224032586,0.3004073319755601,0.20264765784114053,0.18024439918533605,0.18737270875763748,0.129328,0.071698,0
1b4f4d13-5783-11ea-b304-86cbb67d2138,0.15274949083503056,0.0814663951120163,0.34623217922606925,0.20672097759674135,0.21283095723014256,0.346232,0.407547,2
1b4f4d16-5783-11ea-b304-86cbb67d2138,0.1934826883910387,0.3879837067209776,0.1415478615071283,0.08757637474541752,0.1894093686354379,0.387984,0.313208,2
1b4f4d1b-5783-11ea-b304-86cbb67d2138,0.14358452138492872,0.18533604887983707,0.10896130346232179,0.40122199592668023,0.16089613034623218,0.401222,0.339623,2
1b4f4d21-5783-11ea-b304-86cbb67d2138,0.3859470468431772,0.31160896130346233,0.1109979633401222,0.05702647657841141,0.13441955193482688,0.13442,0.030189,0
1b4f4d26-5783-11ea-b304-86cbb67d2138,0.12118126272912423,0.2759674134419552,0.24032586558044808,0.1415478615071283,0.2209775967413442,0.275967,0.237736,0
1b4f4d2b-5783-11ea-b304-86cbb67d2138,0.15071283095723015,0.10488798370672098,0.11914460285132383,0.4775967413441955,0.14765784114052954,0.477597,0.554717,2
1b4f4d30-5783-11ea-b304-86cbb67d2138,0.23421588594704684,0.09368635437881874,0.1710794297352342,0.28105906313645623,0.219959266802444,0.171079,0.116981,0
1b4f4d35-5783-11ea-b304-86cbb67d2138,0.2219959266802444,0.2556008146639511,0.24134419551934827,0.12321792260692464,0.15784114052953158,0.157841,0.192453,0
1b4f4d3a-5783-11ea-b304-86cbb67d2138,0.18431771894093688,0.3604887983706721,0.10081466395112017,0.17820773930753564,0.17515274949083504,0.360489,0.520755,2
1b4f4d3f-5783-11ea-b304-86cbb67d2138,0.12118126272912423,0.18024439918533605,0.4093686354378819,0.09674134419551934,0.1924643584521385,0.192464,0.188679,0
1b4f4d44-5783-11ea-b304-86cbb67d2138,0.09775967413441955,0.18839103869653767,0.07128309572301425,0.07230142566191446,0.570264765784114,0.570265,0.433962,2
1b4f4d52-5783-11ea-b304-86cbb67d2138,0.109979633401222,0.11812627291242363,0.6242362525458248,0.07433808553971487,0.07331975560081466,0.624236,0.566038,2
1b4f4d57-5783-11ea-b304-86cbb67d2138,0.17515274949083504,0.12016293279022404,0.1446028513238289,0.434826883910387,0.12423625254582485,0.434827,0.569811,2
1b4f4d5c-5783-11ea-b304-86cbb67d2138,0.3258655804480652,0.12118126272912423,0.21486761710794297,0.12627291242362526,0.21181262729124237,0.214868,0.332075,0
1b4f4d70-5783-11ea-b304-86cbb67d2138,0.1354378818737271,0.14663951120162932,0.2983706720977597,0.20875763747454176,0.21079429735234215,0.298371,0.392453,2
1b4f4d75-5783-11ea-b304-86cbb67d2138,0.3004073319755601,0.20162932790224034,0.15478615071283094,0.1710794297352342,0.17209775967413443,0.300407,0.328302,0
1b4f4d7a-5783-11ea-b304-86cbb67d2138,0.08757637474541752,0.15784114052953158,0.37678207739307534,0.17209775967413443,0.20570264765784113,0.205703,0.128302,0
1b4f4d7f-5783-11ea-b304-86cbb67d2138,0.2861507128309572,0.17820773930753564,0.25865580448065173,0.11303462321792261,0.1629327902240326,0.258656,0.090566,0
1b4f4d84-5783-11ea-b304-86cbb67d2138,0.1079429735234216,0.11405295315682282,0.08757637474541752,0.09979633401221996,0.5906313645621182,0.590631,0.558491,2
1b4f4d8c-5783-11ea-b304-86cbb67d2138,0.06924643584521385,0.31771894093686354,0.11405295315682282,0.3564154786150713,0.1425661914460285,0.356415,0.483019,2
1b4f4d96-5783-11ea-b304-86cbb67d2138,0.12830957230142567,0.11303462321792261,0.14562118126272913,0.4694501018329939,0.1425661914460285,0.145621,0.037736,0
1b4f4d9b-5783-11ea-b304-86cbb67d2138,0.2769857433808554,0.09775967413441955,0.14867617107942974,0.3727087576374745,0.10386965376782077,0.372709,0.34717,2
1b4f4da0-5783-11ea-b304-86cbb67d2138,0.12830957230142567,0.21181262729124237,0.2973523421588595,0.1955193482688391,0.1670061099796334,0.297352,0.313208,0
1b4f4da5-5783-11ea-b304-86cbb67d2138,0.1690427698574338,0.4439918533604888,0.1446028513238289,0.12219959266802444,0.11914460285132383,0.443992,0.520755,2
1b4f4daa-5783-11ea-b304-86cbb67d2138,0.11608961303462322,0.20773930753564154,0.3167006109979633,0.11914460285132383,0.24032586558044808,0.207739,0.166038,0
1b4f4dae-5783-11ea-b304-86cbb67d2138,0.26171079429735233,0.37678207739307534,0.10692464358452139,0.11608961303462322,0.1384928716904277,0.261711,0.29434,0
1b4f4db3-5783-11ea-b304-86cbb67d2138,0.43584521384928715,0.15885947046843177,0.10896130346232179,0.1395112016293279,0.15682281059063136,0.435845,0.550943,1
1b4f4db7-5783-11ea-b304-86cbb67d2138,0.15173116089613034,0.1629327902240326,0.09368635437881874,0.0855397148676171,0.5040733197556008,0.093686,0.041509,0
1b4f4dbc-5783-11ea-b304-86cbb67d2138,0.20264765784114053,0.13034623217922606,0.14765784114052954,0.2759674134419552,0.24236252545824846,0.242363,0.132075,0
1b4f4dc1-5783-11ea-b304-86cbb67d2138,0.1670061099796334,0.25661914460285135,0.23421588594704684,0.21792260692464357,0.12423625254582485,0.124236,0.033962,0
1b4f4dc5-5783-11ea-b304-86cbb67d2138,0.0835030549898167,0.2780040733197556,0.2820773930753564,0.23217922606924643,0.12423625254582485,0.124236,0.030189,0
1b4f4dc8-5783-11ea-b304-86cbb67d2138,0.21384928716904278,0.1894093686354379,0.16395112016293278,0.25865580448065173,0.17413441955193482,0.189409,0.083019,0
1b4f4dcb-5783-11ea-b304-86cbb67d2138,0.06008146639511202,0.2820773930753564,0.05702647657841141,0.46741344195519346,0.13238289205702647,0.282077,0.139623,0
1b4f4dd1-5783-11ea-b304-86cbb67d2138,0.1079429735234216,0.29226069246435843,0.21079429735234215,0.28411405295315684,0.10386965376782077,0.10387,0.060377,0
1b4f4dd4-5783-11ea-b304-86cbb67d2138,0.26476578411405294,0.12525458248472504,0.3564154786150713,0.1934826883910387,0.059063136456211814,0.356415,0.415094,2
1b4f4cfa-5783-11ea-b304-86cbb67d2138,0.20987654320987653,0.05555555555555555,0.29012345679012347,0.2654320987654321,0.17901234567901234,0.179012,0.0,0
1b4f4cfe-5783-11ea-b304-86cbb67d2138,0.2345679012345679,0.11728395061728394,0.35802469135802467,0.21604938271604937,0.06790123456790123,0.358025,0.333333,2
1b4f4d03-5783-11ea-b304-86cbb67d2138,0.1728395061728395,0.4506172839506173,0.1111111111111111,0.09876543209876543,0.16666666666666666,0.166667,-0.012346,0
